year,parent_entity,parent_type,total_emissions_MtCO2e
1985,Nigerian National Petroleum Corp.,State-owned Entity,135.2851746
1986,Nigerian National Petroleum Corp.,State-owned Entity,133.1897424
1987,Nigerian National Petroleum Corp.,State-owned Entity,122.8418787
1988,Nigerian National Petroleum Corp.,State-owned Entity,135.8161103
1989,Nigerian National Petroleum Corp.,State-owned Entity,159.7025315
1990,Nigerian National Petroleum Corp.,State-owned Entity,167.8315938
1991,Nigerian National Petroleum Corp.,State-owned Entity,173.6735312
1992,Nigerian National Petroleum Corp.,State-owned Entity,181.8084463
1993,Nigerian National Petroleum Corp.,State-owned Entity,183.2930964
1994,Nigerian National Petroleum Corp.,State-owned Entity,180.3893066
1995,Nigerian National Petroleum Corp.,State-owned Entity,185.0091511
1996,Nigerian National Petroleum Corp.,State-owned Entity,185.0528325
1997,Nigerian National Petroleum Corp.,State-owned Entity,196.5826329
1998,Nigerian National Petroleum Corp.,State-owned Entity,197.9285972
1999,Nigerian National Petroleum Corp.,State-owned Entity,194.9350351
2000,Nigerian National Petroleum Corp.,State-owned Entity,198.0910994
2001,Nigerian National Petroleum Corp.,State-owned Entity,206.0519823
2002,Nigerian National Petroleum Corp.,State-owned Entity,211.3588733
2003,Nigerian National Petroleum Corp.,State-owned Entity,221.6051801
2004,Nigerian National Petroleum Corp.,State-owned Entity,241.9163178
2005,Nigerian National Petroleum Corp.,State-owned Entity,288.7931686
2006,Nigerian National Petroleum Corp.,State-owned Entity,274.9629351
2007,Nigerian National Petroleum Corp.,State-owned Entity,267.8856757
2008,Nigerian National Petroleum Corp.,State-owned Entity,258.8690784
2009,Nigerian National Petroleum Corp.,State-owned Entity,270.9226432
2010,Nigerian National Petroleum Corp.,State-owned Entity,275.89326
2011,Nigerian National Petroleum Corp.,State-owned Entity,287.464261
2012,Nigerian National Petroleum Corp.,State-owned Entity,280.1796975
2013,Nigerian National Petroleum Corp.,State-owned Entity,267.098054
2014,Nigerian National Petroleum Corp.,State-owned Entity,322.636782
2015,Nigerian National Petroleum Corp.,State-owned Entity,311.0609139
2016,Nigerian National Petroleum Corp.,State-owned Entity,278.4855823
2017,Nigerian National Petroleum Corp.,State-owned Entity,290.3659851
2018,Nigerian National Petroleum Corp.,State-owned Entity,299.5930741
2019,Nigerian National Petroleum Corp.,State-owned Entity,302.5003465
2020,Nigerian National Petroleum Corp.,State-owned Entity,290.9764457
2021,Nigerian National Petroleum Corp.,State-owned Entity,271.8050591
2022,Nigerian National Petroleum Corp.,State-owned Entity,373.4405192
1950,North American Coal,Investor-owned Company,2.511003783
1951,North American Coal,Investor-owned Company,2.6555225
1952,North American Coal,Investor-owned Company,2.800041218
1953,North American Coal,Investor-owned Company,2.944559936
1954,North American Coal,Investor-owned Company,3.089078654
1955,North American Coal,Investor-owned Company,3.233597371
1956,North American Coal,Investor-owned Company,3.378116088
1957,North American Coal,Investor-owned Company,3.522634805
1958,North American Coal,Investor-owned Company,3.667153523
1959,North American Coal,Investor-owned Company,3.811672241
1960,North American Coal,Investor-owned Company,3.956190958
1961,North American Coal,Investor-owned Company,4.100709676
1962,North American Coal,Investor-owned Company,4.245228393
1963,North American Coal,Investor-owned Company,4.38974711
1964,North American Coal,Investor-owned Company,4.534265827
1965,North American Coal,Investor-owned Company,4.678784546
1966,North American Coal,Investor-owned Company,4.823303263
1967,North American Coal,Investor-owned Company,4.967821981
1968,North American Coal,Investor-owned Company,10.58159132
1969,North American Coal,Investor-owned Company,10.82496793
1970,North American Coal,Investor-owned Company,11.74830975
1971,North American Coal,Investor-owned Company,10.24423452
1972,North American Coal,Investor-owned Company,13.94732119
1973,North American Coal,Investor-owned Company,13.10051954
1974,North American Coal,Investor-owned Company,12.02774214
1975,North American Coal,Investor-owned Company,11.94391242
1976,North American Coal,Investor-owned Company,13.19528357
1977,North American Coal,Investor-owned Company,11.05458846
1978,North American Coal,Investor-owned Company,9.577241544
1979,North American Coal,Investor-owned Company,13.97647935
1980,North American Coal,Investor-owned Company,15.67372741
1981,North American Coal,Investor-owned Company,14.18909095
1982,North American Coal,Investor-owned Company,17.16686833
1983,North American Coal,Investor-owned Company,18.07563107
1984,North American Coal,Investor-owned Company,23.23176618
1985,North American Coal,Investor-owned Company,27.07578397
1986,North American Coal,Investor-owned Company,29.09741659
1987,North American Coal,Investor-owned Company,25.12461691
1988,North American Coal,Investor-owned Company,27.33577759
1989,North American Coal,Investor-owned Company,27.33577759
1990,North American Coal,Investor-owned Company,26.72831587
1991,North American Coal,Investor-owned Company,27.70025462
1992,North American Coal,Investor-owned Company,29.64413214
1993,North American Coal,Investor-owned Company,32.19547138
1994,North American Coal,Investor-owned Company,32.98517162
1995,North American Coal,Investor-owned Company,32.52350071
1996,North American Coal,Investor-owned Company,31.92818822
1997,North American Coal,Investor-owned Company,34.35803512
1998,North American Coal,Investor-owned Company,38.51307331
1999,North American Coal,Investor-owned Company,38.02710394
2000,North American Coal,Investor-owned Company,38.39158097
2001,North American Coal,Investor-owned Company,38.14859628
2002,North American Coal,Investor-owned Company,41.55038194
2003,North American Coal,Investor-owned Company,43.12978242
2004,North American Coal,Investor-owned Company,41.79336663
2005,North American Coal,Investor-owned Company,42.15784366
2006,North American Coal,Investor-owned Company,43.00829007
2007,North American Coal,Investor-owned Company,40.94292021
2008,North American Coal,Investor-owned Company,40.82142787
2009,North American Coal,Investor-owned Company,41.55038194
2010,North American Coal,Investor-owned Company,41.42888959
2011,North American Coal,Investor-owned Company,33.89636421
2012,North American Coal,Investor-owned Company,34.50382593
2013,North American Coal,Investor-owned Company,36.32621111
2014,North American Coal,Investor-owned Company,35.59725704
2015,North American Coal,Investor-owned Company,36.69068814
2016,North American Coal,Investor-owned Company,39.48501207
2017,North American Coal,Investor-owned Company,45.19515228
2018,North American Coal,Investor-owned Company,46.77455276
2019,North American Coal,Investor-owned Company,30.6160709
2020,North American Coal,Investor-owned Company,30.13266636
2021,North American Coal,Investor-owned Company,30.98005236
2022,North American Coal,Investor-owned Company,32.16539584
1962,North Korea,Nation State,48.16739383
1963,North Korea,Nation State,46.33244549
1964,North Korea,Nation State,44.49749715
1965,North Korea,Nation State,42.66254882
1966,North Korea,Nation State,43.76351782
1967,North Korea,Nation State,44.86448682
1968,North Korea,Nation State,45.96545583
1969,North Korea,Nation State,47.06642482
1970,North Korea,Nation State,48.16739383
1971,North Korea,Nation State,52.84651209
1972,North Korea,Nation State,57.52563033
1973,North Korea,Nation State,62.20474861
1974,North Korea,Nation State,66.88386686
1975,North Korea,Nation State,71.5629851
1976,North Korea,Nation State,76.24210338
1977,North Korea,Nation State,80.92122162
1978,North Korea,Nation State,85.6003399
1979,North Korea,Nation State,90.27945813
1980,North Korea,Nation State,85.88165239
1981,North Korea,Nation State,89.38699792
1982,North Korea,Nation State,93.92741045
1983,North Korea,Nation State,94.97939749
1984,North Korea,Nation State,97.3894047
1985,North Korea,Nation State,76.8877694
1986,North Korea,Nation State,76.33856006
1987,North Korea,Nation State,75.79327374
1988,North Korea,Nation State,91.40168573
1989,North Korea,Nation State,70.60195254
1990,North Korea,Nation State,94.05275113
1991,North Korea,Nation State,98.61778511
1992,North Korea,Nation State,83.93762443
1993,North Korea,Nation State,76.63101968
1994,North Korea,Nation State,71.82390774
1995,North Korea,Nation State,67.01679581
1996,North Korea,Nation State,59.38197097
1997,North Korea,Nation State,58.25088581
1998,North Korea,Nation State,52.59546
1999,North Korea,Nation State,59.36397085
2000,North Korea,Nation State,63.62354032
2001,North Korea,Nation State,65.32016807
2002,North Korea,Nation State,63.11442199
2003,North Korea,Nation State,65.23169433
2004,North Korea,Nation State,69.05558216
2005,North Korea,Nation State,76.2160412
2006,North Korea,Nation State,77.02388402
2007,North Korea,Nation State,67.44762972
2008,North Korea,Nation State,70.97335847
2009,North Korea,Nation State,53.13103091
2010,North Korea,Nation State,53.85097611
2011,North Korea,Nation State,58.77330971
2012,North Korea,Nation State,60.13093361
2013,North Korea,Nation State,66.5259109
2014,North Korea,Nation State,66.5504196
2015,North Korea,Nation State,71.78802463
2016,North Korea,Nation State,83.32862484
2017,North Korea,Nation State,56.66069184
2018,North Korea,Nation State,51.64901951
2019,North Korea,Nation State,57.73347732
2020,North Korea,Nation State,54.27632195
2021,North Korea,Nation State,60.72962709
2022,North Korea,Nation State,60.72962709
2002,Novatek,Investor-owned Company,28.40651012
2003,Novatek,Investor-owned Company,56.81302024
2004,Novatek,Investor-owned Company,61.98295029
2005,Novatek,Investor-owned Company,72.46691896
2006,Novatek,Investor-owned Company,81.18392168
2007,Novatek,Investor-owned Company,80.66910414
2008,Novatek,Investor-owned Company,87.13921879
2009,Novatek,Investor-owned Company,93.1992022
2010,Novatek,Investor-owned Company,107.8234658
2011,Novatek,Investor-owned Company,148.153711
2012,Novatek,Investor-owned Company,158.005035
2013,Novatek,Investor-owned Company,171.5647682
2014,Novatek,Investor-owned Company,177.3890975
2015,Novatek,Investor-owned Company,201.3802362
2016,Novatek,Investor-owned Company,210.4948753
2017,Novatek,Investor-owned Company,197.6104818
2018,Novatek,Investor-owned Company,211.6148694
2019,Novatek,Investor-owned Company,227.6531585
2020,Novatek,Investor-owned Company,234.9264294
2021,Novatek,Investor-owned Company,241.594359
2022,Novatek,Investor-owned Company,246.3454533
1996,Obsidian Energy,Investor-owned Company,5.108004553
1997,Obsidian Energy,Investor-owned Company,6.222379825
1998,Obsidian Energy,Investor-owned Company,6.932001506
1999,Obsidian Energy,Investor-owned Company,9.554401954
2000,Obsidian Energy,Investor-owned Company,12.91646973
2001,Obsidian Energy,Investor-owned Company,14.45322721
2002,Obsidian Energy,Investor-owned Company,15.26921753
2003,Obsidian Energy,Investor-owned Company,15.55179465
2004,Obsidian Energy,Investor-owned Company,16.14784225
2005,Obsidian Energy,Investor-owned Company,15.19768228
2006,Obsidian Energy,Investor-owned Company,17.08990727
2007,Obsidian Energy,Investor-owned Company,19.2891614
2008,Obsidian Energy,Investor-owned Company,23.07445909
2009,Obsidian Energy,Investor-owned Company,26.85975677
2010,Obsidian Energy,Investor-owned Company,24.87752021
2011,Obsidian Energy,Investor-owned Company,25.39898202
2012,Obsidian Energy,Investor-owned Company,24.2502808
2013,Obsidian Energy,Investor-owned Company,18.94788991
2014,Obsidian Energy,Investor-owned Company,13.80678917
2015,Obsidian Energy,Investor-owned Company,11.15264767
2016,Obsidian Energy,Investor-owned Company,8.285790922
2017,Obsidian Energy,Investor-owned Company,4.798369266
2018,Obsidian Energy,Investor-owned Company,4.359404647
2019,Obsidian Energy,Investor-owned Company,4.042261914
2020,Obsidian Energy,Investor-owned Company,3.828879849
2021,Obsidian Energy,Investor-owned Company,3.70920314
2022,Obsidian Energy,Investor-owned Company,4.616709245
1945,Occidental Petroleum,Investor-owned Company,16.44505551
1946,Occidental Petroleum,Investor-owned Company,19.4795691
1947,Occidental Petroleum,Investor-owned Company,23.45245055
1948,Occidental Petroleum,Investor-owned Company,27.57798578
1949,Occidental Petroleum,Investor-owned Company,27.70855526
1950,Occidental Petroleum,Investor-owned Company,30.99934346
1951,Occidental Petroleum,Investor-owned Company,35.77015357
1952,Occidental Petroleum,Investor-owned Company,31.72569031
1953,Occidental Petroleum,Investor-owned Company,31.49347426
1954,Occidental Petroleum,Investor-owned Company,33.90668698
1955,Occidental Petroleum,Investor-owned Company,39.59348616
1956,Occidental Petroleum,Investor-owned Company,45.28028535
1957,Occidental Petroleum,Investor-owned Company,50.96708454
1958,Occidental Petroleum,Investor-owned Company,56.8017006
1959,Occidental Petroleum,Investor-owned Company,70.59121376
1960,Occidental Petroleum,Investor-owned Company,84.38072687
1961,Occidental Petroleum,Investor-owned Company,98.17024002
1962,Occidental Petroleum,Investor-owned Company,111.9597531
1963,Occidental Petroleum,Investor-owned Company,125.7492663
1964,Occidental Petroleum,Investor-owned Company,139.5387794
1965,Occidental Petroleum,Investor-owned Company,153.3282926
1966,Occidental Petroleum,Investor-owned Company,167.1178057
1967,Occidental Petroleum,Investor-owned Company,222.703762
1968,Occidental Petroleum,Investor-owned Company,236.0626714
1969,Occidental Petroleum,Investor-owned Company,255.8633479
1970,Occidental Petroleum,Investor-owned Company,260.2296167
1971,Occidental Petroleum,Investor-owned Company,230.2829346
1972,Occidental Petroleum,Investor-owned Company,197.5353808
1973,Occidental Petroleum,Investor-owned Company,177.5037224
1974,Occidental Petroleum,Investor-owned Company,157.3987144
1975,Occidental Petroleum,Investor-owned Company,149.2985214
1976,Occidental Petroleum,Investor-owned Company,147.0913188
1977,Occidental Petroleum,Investor-owned Company,154.0993451
1978,Occidental Petroleum,Investor-owned Company,154.7953885
1979,Occidental Petroleum,Investor-owned Company,183.8262892
1980,Occidental Petroleum,Investor-owned Company,185.8685094
1981,Occidental Petroleum,Investor-owned Company,181.7473072
1982,Occidental Petroleum,Investor-owned Company,188.792383
1983,Occidental Petroleum,Investor-owned Company,209.1108923
1984,Occidental Petroleum,Investor-owned Company,188.3701392
1985,Occidental Petroleum,Investor-owned Company,229.2313405
1986,Occidental Petroleum,Investor-owned Company,232.1878336
1987,Occidental Petroleum,Investor-owned Company,233.7368558
1988,Occidental Petroleum,Investor-owned Company,237.6882362
1989,Occidental Petroleum,Investor-owned Company,229.4090522
1990,Occidental Petroleum,Investor-owned Company,237.0264959
1991,Occidental Petroleum,Investor-owned Company,234.093919
1992,Occidental Petroleum,Investor-owned Company,231.8669223
1993,Occidental Petroleum,Investor-owned Company,202.1153042
1994,Occidental Petroleum,Investor-owned Company,221.2916371
1995,Occidental Petroleum,Investor-owned Company,221.1142651
1996,Occidental Petroleum,Investor-owned Company,243.5876593
1997,Occidental Petroleum,Investor-owned Company,179.6313517
1998,Occidental Petroleum,Investor-owned Company,209.7520437
1999,Occidental Petroleum,Investor-owned Company,206.3101618
2000,Occidental Petroleum,Investor-owned Company,185.0909627
2001,Occidental Petroleum,Investor-owned Company,216.2187821
2002,Occidental Petroleum,Investor-owned Company,232.7199384
2003,Occidental Petroleum,Investor-owned Company,226.4010967
2004,Occidental Petroleum,Investor-owned Company,227.4803395
2005,Occidental Petroleum,Investor-owned Company,234.2181716
2006,Occidental Petroleum,Investor-owned Company,157.6889581
2007,Occidental Petroleum,Investor-owned Company,174.3816933
2008,Occidental Petroleum,Investor-owned Company,188.1495207
